041040,07Holyoke,02MA,07Hampden,0942.202000,10-72.626198
041041,07Holyoke,02MA,07Hampden,0942.204300,10-72.616203
041050,10Huntington,02MA,09Hampshire,0942.265301,10-72.873299
041053,05Leeds,02MA,09Hampshire,0942.354301,10-72.703400
041054,08Leverett,02MA,08Franklin,0942.468201,10-72.499298
041056,06Ludlow,02MA,07Hampden,0942.172798,10-72.471001
041057,06Monson,02MA,07Hampden,0942.101002,10-72.319603
041059,13North Amherst,02MA,09Hampshire,0942.410400,10-72.530899
041060,11Northampton,02MA,09Hampshire,0942.322300,10-72.631302
041061,11Northampton,02MA,09Hampshire,0942.369598,10-72.636002
041062,08Florence,02MA,09Hampshire,0942.321899,10-72.692802
041063,11Northampton,02MA,09Hampshire,0942.317902,10-72.640198
041066,14North Hatfield,02MA,09Hampshire,0942.406700,10-72.633904
041068,06Oakham,02MA,09Worcester,0942.348000,10-72.051300
041069,06Palmer,02MA,07Hampden,0942.176201,10-72.328796
041070,10Plainfield,02MA,09Hampshire,0942.514400,10-72.918297
041071,07Russell,02MA,07Hampden,0942.147099,10-72.840302
041072,10Shutesbury,02MA,08Franklin,0942.481998,10-72.421303
041073,11Southampton,02MA,09Hampshire,0942.224701,10-72.719398
041074,11South Barre,02MA,09Worcester,0942.385399,10-72.095398
041075,12South Hadley,02MA,09Hampshire,0942.237499,10-72.581100
041077,09Southwick,02MA,07Hampden,0942.051102,10-72.770599
041079,09Thorndike,02MA,07Hampden,0942.192902,10-72.329597
041080,12Three Rivers,02MA,07Hampden,0942.181900,10-72.362396
041081,05Wales,02MA,07Hampden,0942.062698,10-72.204597
041082,04Ware,02MA,09Hampshire,0942.261799,10-72.258301
041083,06Warren,02MA,09Worcester,0942.203999,10-72.199402
041084,17West Chesterfield,02MA,09Hampshire,0942.390301,10-72.870903
041085,09Westfield,02MA,07Hampden,0942.125099,10-72.749496
041086,09Westfield,02MA,07Hampden,0942.173401,10-72.848000
041088,13West Hatfield,02MA,09Hampshire,0942.390598,10-72.646896
041089,16West Springfield,02MA,07Hampden,0942.115101,10-72.641098
041090,16West Springfield,02MA,07Hampden,0942.170700,10-72.604797
041092,11West Warren,02MA,09Worcester,0942.202900,10-72.228996
041093,07Whately,02MA,08Franklin,0942.442699,10-72.652496
041094,11Wheelwright,02MA,09Worcester,0942.358200,10-72.140800
041095,09Wilbraham,02MA,07Hampden,0942.124500,10-72.446404
041096,12Williamsburg,02MA,09Hampshire,0942.408501,10-72.778000
041097,08Woronoco,02MA,07Hampden,0942.164001,10-72.829498
041098,11Worthington,02MA,09Hampshire,0942.384300,10-72.931396
041101,11Springfield,02MA,07Hampden,0942.101501,10-72.589798
041102,11Springfield,02MA,07Hampden,0942.170700,10-72.604797
041103,11Springfield,02MA,07Hampden,0942.102901,10-72.588699
041104,11Springfield,02MA,07Hampden,0942.128799,10-72.577797
041105,11Springfield,02MA,07Hampden,0942.099899,10-72.578300
041106,10Longmeadow,02MA,07Hampden,0942.050701,10-72.567596
041107,11Springfield,02MA,07Hampden,0942.117901,10-72.606499
041108,11Springfield,02MA,07Hampden,0942.085300,10-72.558403
041109,11Springfield,02MA,07Hampden,0942.114498,10-72.554298
041111,11Springfield,02MA,07Hampden,0942.170700,10-72.604797
041115,11Springfield,02MA,07Hampden,0942.102901,10-72.591599
041116,10Longmeadow,02MA,07Hampden,0942.170700,10-72.604797
041118,11Springfield,02MA,07Hampden,0942.092899,10-72.527397
041119,11Springfield,02MA,07Hampden,0942.124699,10-72.512100
041128,11Springfield,02MA,07Hampden,0942.094398,10-72.488899
041129,11Springfield,02MA,07Hampden,0942.122299,10-72.487602
041138,11Springfield,02MA,07Hampden,0942.170700,10-72.604797
041139,11Springfield,02MA,07Hampden,0942.170700,10-72.604797
041144,11Springfield,02MA,07Hampden,0942.101799,10-72.591499
041151,14Indian Orchard,02MA,07Hampden,0942.153198,10-72.504997
041152,11Springfield,02MA,07Hampden,0942.170700,10-72.604797
041199,11Springfield,02MA,07Hampden,0942.119900,10-72.605003
041201,10Pittsfield,02MA,09Berkshire,0942.453098,10-73.247101
041202,10Pittsfield,02MA,09Berkshire,0942.392899,10-73.228500
041203,10Pittsfield,02MA,09Berkshire,0942.392899,10-73.228500
041220,05Adams,02MA,09Berkshire,0942.622299,10-73.117203
041222,12Ashley Falls,02MA,09Berkshire,0942.059601,10-73.320198
041223,06Becket,02MA,09Berkshire,0942.359402,10-73.120300
041224,09Berkshire,02MA,09Berkshire,0942.512600,10-73.192902
041225,08Cheshire,02MA,09Berkshire,0942.561100,10-73.157997
041226,06Dalton,02MA,09Berkshire,0942.474998,10-73.160301
041227,06Dalton,02MA,09Berkshire,0942.473701,10-73.166199
041229,08Glendale,02MA,09Berkshire,0942.279301,10-73.343498
041230,16Great Barrington,02MA,09Berkshire,0942.195900,10-73.360703
041235,08Hinsdale,02MA,09Berkshire,0942.429798,10-73.072403
041236,10Housatonic,02MA,09Berkshire,0942.265301,10-73.374496
041237,12Lanesborough,02MA,09Berkshire,0942.517300,10-73.228203
041238,03Lee,02MA,09Berkshire,0942.299000,10-73.231697
041240,05Lenox,02MA,09Berkshire,0942.364201,10-73.271301
041242,10Lenox Dale,02MA,09Berkshire,0942.338600,10-73.250900
041243,11Middlefield,02MA,09Hampshire,0942.356098,10-73.010399
041244,10Mill River,02MA,09Berkshire,0942.122799,10-73.253998
041245,08Monterey,02MA,09Berkshire,0942.186699,10-73.206497
041247,11North Adams,02MA,09Berkshire,0942.695499,10-73.080002
041252,14North Egremont,02MA,09Berkshire,0942.198601,10-73.446198
041253,04Otis,02MA,09Berkshire,0942.193100,10-73.091797
041254,08Richmond,02MA,09Berkshire,0942.378399,10-73.364502
041255,11Sandisfield,02MA,09Berkshire,0942.109402,10-73.116302
041256,05Savoy,02MA,09Berkshire,0942.577000,10-73.023300
041257,09Sheffield,02MA,09Berkshire,0942.100101,10-73.361099
041258,14South Egremont,02MA,09Berkshire,0942.101200,10-73.456596
041259,10Southfield,02MA,09Berkshire,0942.077999,10-73.260902
041260,09South Lee,02MA,09Berkshire,0942.277901,10-73.277298
041262,11Stockbridge,02MA,09Berkshire,0942.300999,10-73.322304
041263,11Stockbridge,02MA,09Berkshire,0942.392899,10-73.228500
041264,09Tyringham,02MA,09Berkshire,0942.220001,10-73.197899
041266,16West Stockbridge,02MA,09Berkshire,0942.334801,10-73.382500
041267,12Williamstown,02MA,09Berkshire,0942.708900,10-73.203598
041270,07Windsor,02MA,09Berkshire,0942.514999,10-73.041199
041301,10Greenfield,02MA,08Franklin,0942.601299,10-72.623596
041302,10Greenfield,02MA,08Franklin,0942.522202,10-72.624199
041330,08Ashfield,02MA,08Franklin,0942.523201,10-72.810997
041331,05Athol,02MA,09Worcester,0942.595901,10-72.226700
041337,11Bernardston,02MA,08Franklin,0942.695202,10-72.577202
041338,08Buckland,02MA,08Franklin,0942.573601,10-72.821297
041339,10Charlemont,02MA,08Franklin,0942.608002,10-72.890099
041340,07Colrain,02MA,08Franklin,0942.679001,10-72.726501
041341,06Conway,02MA,08Franklin,0942.513802,10-72.702499
041342,09Deerfield,02MA,08Franklin,0942.540600,10-72.607201
041343,05Drury,02MA,09Berkshire,0942.642700,10-72.986198
041344,06Erving,02MA,08Franklin,0942.607601,10-72.429199
041346,05Heath,02MA,08Franklin,0942.685299,10-72.839104
041347,13Lake Pleasant,02MA,08Franklin,0942.556599,10-72.518097
041349,13Millers Falls,02MA,08Franklin,0942.582001,10-72.492599
041350,13Monroe Bridge,02MA,08Franklin,0942.721500,10-72.976196
041351,08Montague,02MA,08Franklin,0942.542900,10-72.532799
041354,04Gill,02MA,08Franklin,0942.640400,10-72.499496
041355,09New Salem,02MA,08Franklin,0942.514599,10-72.306198
041360,10Northfield,02MA,08Franklin,0942.688702,10-72.450996
041364,06Orange,02MA,08Franklin,0942.612900,10-72.292397
041366,09Petersham,02MA,09Worcester,0942.489799,10-72.189301
041367,04Rowe,02MA,08Franklin,0942.695301,10-72.925797
041368,09Royalston,02MA,09Worcester,0942.672199,10-72.196404
041370,15Shelburne Falls,02MA,08Franklin,0942.602200,10-72.739098
041373,15South Deerfield,02MA,08Franklin,0942.475601,10-72.615303
041375,10Sunderland,02MA,08Franklin,0942.453899,10-72.567596
041376,13Turners Falls,02MA,08Franklin,0942.595402,10-72.555702
041378,07Warwick,02MA,08Franklin,0942.667099,10-72.339699
041379,07Wendell,02MA,08Franklin,0942.565601,10-72.400902
041380,13Wendell Depot,02MA,08Franklin,0942.553398,10-72.392700
041420,09Fitchburg,02MA,09Worcester,0942.579601,10-71.803101
041430,10Ashburnham,02MA,09Worcester,0942.649601,10-71.926697
041431,05Ashby,02MA,09Middlesex,0942.674500,10-71.817398
041432,04Ayer,02MA,09Middlesex,0942.559101,10-71.578796
041434,06Devens,02MA,09Worcester,0942.538502,10-71.611504
041436,12Baldwinville,02MA,09Worcester,0942.593601,10-72.064598
041438,14East Templeton,02MA,09Worcester,0942.563099,10-72.037003
041440,07Gardner,02MA,09Worcester,0942.574001,10-71.989799
041441,11Westminster,02MA,09Worcester,0942.545898,10-71.910599
041450,06Groton,02MA,09Middlesex,0942.612400,10-71.558403
041451,07Harvard,02MA,09Worcester,0942.498600,10-71.575302
041452,11Hubbardston,02MA,09Worcester,0942.486500,10-72.001198
041453,10Leominster,02MA,09Worcester,0942.527401,10-71.756302
041460,09Littleton,02MA,09Middlesex,0942.540100,10-71.487701
041462,09Lunenburg,02MA,09Worcester,0942.588402,10-71.726601
041463,09Pepperell,02MA,09Middlesex,0942.668900,10-71.593399
041464,07Shirley,02MA,09Middlesex,0942.573399,10-71.648300
041467,11Still River,02MA,09Worcester,0942.487099,10-71.613098
041468,09Templeton,02MA,09Worcester,0942.546001,10-72.065002
041469,08Townsend,02MA,09Middlesex,0942.652500,10-71.689598
041470,06Groton,02MA,09Middlesex,0942.611198,10-71.574501
041471,06Groton,02MA,09Middlesex,0942.611198,10-71.574501
041472,11West Groton,02MA,09Middlesex,0942.604301,10-71.627296
041473,11Westminster,02MA,09Worcester,0942.548302,10-71.909599
041474,13West Townsend,02MA,09Middlesex,0942.667801,10-71.752197
041475,10Winchendon,02MA,09Worcester,0942.678902,10-72.047501
041501,06Auburn,02MA,09Worcester,0942.205502,10-71.839104
041503,06Berlin,02MA,09Worcester,0942.384399,10-71.635597
041504,10Blackstone,02MA,09Worcester,0942.028702,10-71.526901
041505,08Boylston,02MA,09Worcester,0942.337700,10-71.731003
041506,10Brookfield,02MA,09Worcester,0942.199100,10-72.098900
041507,08Charlton,02MA,09Worcester,0942.137901,10-71.966400
041508,13Charlton City,02MA,09Worcester,0942.145901,10-71.988403
041509,14Charlton Depot,02MA,09Worcester,0942.173100,10-71.978699
041510,07Clinton,02MA,09Worcester,0942.418098,10-71.682800
041515,15East Brookfield,02MA,09Worcester,0942.219299,10-72.048103
041516,07Douglas,02MA,09Worcester,0942.052799,10-71.750900
041518,08Fiskdale,02MA,09Worcester,0942.122799,10-72.117798
041519,07Grafton,02MA,09Worcester,0942.200401,10-71.686798
041520,06Holden,02MA,09Worcester,0942.341999,10-71.841400
041521,07Holland,02MA,07Hampden,0942.040298,10-72.154404
041522,09Jefferson,02MA,09Worcester,0942.375500,10-71.870598
041523,09Lancaster,02MA,09Worcester,0942.451000,10-71.686798
041524,09Leicester,02MA,09Worcester,0942.237000,10-71.918800
041525,07Linwood,02MA,09Worcester,0942.097301,10-71.644798
041526,08Manchaug,02MA,09Worcester,0942.094501,10-71.747597
041527,08Millbury,02MA,09Worcester,0942.196800,10-71.764397
041529,09Millville,02MA,09Worcester,0942.033100,10-71.579803
041531,13New Braintree,02MA,09Worcester,0942.319801,10-72.130600
041532,12Northborough,02MA,09Worcester,0942.318199,10-71.646400
041534,11Northbridge,02MA,09Worcester,0942.149399,10-71.656403
041535,16North Brookfield,02MA,09Worcester,0942.266499,10-72.082100
041536,13North Grafton,02MA,09Worcester,0942.229698,10-71.703697
041537,12North Oxford,02MA,09Worcester,0942.165501,10-71.886002
041538,14North Uxbridge,02MA,09Worcester,0942.087601,10-71.641197
041540,06Oxford,02MA,09Worcester,0942.112900,10-71.868698
041541,09Princeton,02MA,09Worcester,0942.450802,10-71.876198
041542,08Rochdale,02MA,09Worcester,0942.199699,10-71.906898
041543,07Rutland,02MA,09Worcester,0942.376202,10-71.948997
041545,10Shrewsbury,02MA,09Worcester,0942.284801,10-71.720497
041546,10Shrewsbury,02MA,09Worcester,0942.364799,10-71.896896
041550,11Southbridge,02MA,09Worcester,0942.075001,10-72.035301
041560,13South Grafton,02MA,09Worcester,0942.175999,10-71.692703
041561,15South Lancaster,02MA,09Worcester,0942.443501,10-71.686096
041562,07Spencer,02MA,09Worcester,0942.244099,10-71.990601
041564,08Sterling,02MA,09Worcester,0942.435398,10-71.775200
041566,10Sturbridge,02MA,09Worcester,0942.112598,10-72.084198
041568,05Upton,02MA,09Worcester,0942.175598,10-71.603203
041569,08Uxbridge,02MA,09Worcester,0942.074402,10-71.632896
041570,07Webster,02MA,09Worcester,0942.052101,10-71.848602
041571,06Dudley,02MA,09Worcester,0942.048901,10-71.893204
041581,11Westborough,02MA,09Worcester,0942.267899,10-71.617599
041583,13West Boylston,02MA,09Worcester,0942.358398,10-71.783798
041585,15West Brookfield,02MA,09Worcester,0942.244099,10-72.151100
041586,13West Millbury,02MA,09Worcester,0942.171200,10-71.803703
041588,12Whitinsville,02MA,09Worcester,0942.115299,10-71.664398
041590,06Sutton,02MA,09Worcester,0942.126598,10-71.755203
041601,09Worcester,02MA,09Worcester,0942.262600,10-71.802299
041602,09Worcester,02MA,09Worcester,0942.270302,10-71.841698
041603,09Worcester,02MA,09Worcester,0942.244999,10-71.837997
041604,09Worcester,02MA,09Worcester,0942.254101,10-71.774597
041605,09Worcester,02MA,09Worcester,0942.289398,10-71.788803
041606,09Worcester,02MA,09Worcester,0942.311001,10-71.795799
041607,09Worcester,02MA,09Worcester,0942.230301,10-71.793800
041608,09Worcester,02MA,09Worcester,0942.262402,10-71.800301
041609,09Worcester,02MA,09Worcester,0942.282600,10-71.827698
041610,09Worcester,02MA,09Worcester,0942.249199,10-71.810799
041611,13Cherry Valley,02MA,09Worcester,0942.237301,10-71.875000
041612,06Paxton,02MA,09Worcester,0942.306599,10-71.920197
041613,09Worcester,02MA,09Worcester,0942.293301,10-71.802002
041614,09Worcester,02MA,09Worcester,0942.262600,10-71.802299
041615,09Worcester,02MA,09Worcester,0942.262600,10-71.802299
041653,09Worcester,02MA,09Worcester,0942.364799,10-71.896896
041655,09Worcester,02MA,09Worcester,0942.364799,10-71.896896
041701,10Framingham,02MA,09Middlesex,0942.300701,10-71.425499
041702,10Framingham,02MA,09Middlesex,0942.282200,10-71.433899
041703,10Framingham,02MA,09Middlesex,0942.446400,10-71.459396
041704,10Framingham,02MA,09Middlesex,0942.446400,10-71.459396
041705,10Framingham,02MA,09Middlesex,0942.446400,10-71.459396
041718,05Acton,02MA,09Middlesex,0942.485100,10-71.432800
041719,10Boxborough,02MA,09Middlesex,0942.488400,10-71.517799
041720,05Acton,02MA,09Middlesex,0942.475101,10-71.448303
041721,07Ashland,02MA,09Middlesex,0942.253899,10-71.458298
041730,07Bedford,02MA,09Middlesex,0942.484299,10-71.276802
041731,11Hanscom Afb,02MA,09Middlesex,0942.456699,10-71.279503
041740,06Bolton,02MA,09Worcester,0942.436501,10-71.607597
041741,08Carlisle,02MA,09Middlesex,0942.528599,10-71.351898
041742,07Concord,02MA,09Middlesex,0942.456699,10-71.374702
041745,08Fayville,02MA,09Worcester,0942.293400,10-71.502800
041746,09Holliston,02MA,09Middlesex,0942.202599,10-71.436096
041747,08Hopedale,02MA,09Worcester,0942.126801,10-71.537598
041748,09Hopkinton,02MA,09Middlesex,0942.219002,10-71.530197
041749,06Hudson,02MA,09Middlesex,0942.391800,10-71.560898
041752,11Marlborough,02MA,09Middlesex,0942.350899,10-71.543404
041754,07Maynard,02MA,09Middlesex,0942.432098,10-71.455002
041756,06Mendon,02MA,09Worcester,0942.096699,10-71.549896
041757,07Milford,02MA,09Worcester,0942.151100,10-71.527397
041760,06Natick,02MA,09Middlesex,0942.287498,10-71.357399
041770,08Sherborn,02MA,09Middlesex,0942.233101,10-71.378700
041772,12Southborough,02MA,09Worcester,0942.293900,10-71.531998
041773,07Lincoln,02MA,09Middlesex,0942.421700,10-71.313698
041775,04Stow,02MA,09Middlesex,0942.430801,10-71.514999
041776,07Sudbury,02MA,09Middlesex,0942.383701,10-71.428200
041778,07Wayland,02MA,09Middlesex,0942.348598,10-71.358803
041784,09Woodville,02MA,09Middlesex,0942.237598,10-71.561996
041801,06Woburn,02MA,09Middlesex,0942.482899,10-71.157402
041803,10Burlington,02MA,09Middlesex,0942.508900,10-71.200401
041805,10Burlington,02MA,09Middlesex,0942.504799,10-71.195602
041810,07Andover,02MA,05Essex,0942.649601,10-71.156502
041812,07Andover,02MA,05Essex,0942.647202,10-71.184196
041813,06Woburn,02MA,09Middlesex,0942.479301,10-71.152298
041815,06Woburn,02MA,09Middlesex,0942.479301,10-71.152298
041821,09Billerica,02MA,09Middlesex,0942.551899,10-71.251801
041822,09Billerica,02MA,09Middlesex,0942.558399,10-71.268898
041824,10Chelmsford,02MA,09Middlesex,0942.591099,10-71.355598
041826,06Dracut,02MA,09Middlesex,0942.676399,10-71.318604
041827,09Dunstable,02MA,09Middlesex,0942.673901,10-71.495201
041830,09Haverhill,02MA,05Essex,0942.785599,10-71.072098
041831,09Haverhill,02MA,05Essex,0942.771099,10-71.122101
041832,09Haverhill,02MA,05Essex,0942.779202,10-71.109497
041833,10Georgetown,02MA,05Essex,0942.728100,10-70.982201
041834,09Groveland,02MA,05Essex,0942.752998,10-71.027000
041835,09Haverhill,02MA,05Essex,0942.752800,10-71.084297
041840,08Lawrence,02MA,05Essex,0942.708000,10-71.163803
041841,08Lawrence,02MA,05Essex,0942.711498,10-71.167000
041842,08Lawrence,02MA,05Essex,0942.707001,10-71.163101
041843,08Lawrence,02MA,05Essex,0942.691101,10-71.160500
041844,07Methuen,02MA,05Essex,0942.728001,10-71.181000
041845,13North Andover,02MA,05Essex,0942.682598,10-71.109001
041850,06Lowell,02MA,09Middlesex,0942.655998,10-71.305099
041851,06Lowell,02MA,09Middlesex,0942.631500,10-71.332901
041852,06Lowell,02MA,09Middlesex,0942.634399,10-71.298302
041853,06Lowell,02MA,09Middlesex,0942.633400,10-71.316200
041854,06Lowell,02MA,09Middlesex,0942.649300,10-71.335503
041860,08Merrimac,02MA,05Essex,0942.834599,10-71.004700
041862,15North Billerica,02MA,09Middlesex,0942.575699,10-71.290199
041863,16North Chelmsford,02MA,09Middlesex,0942.634701,10-71.390800
041864,13North Reading,02MA,09Middlesex,0942.581902,10-71.094704
041865,12Nutting Lake,02MA,09Middlesex,0942.537899,10-71.268898
041866,09Pinehurst,02MA,09Middlesex,0942.529301,10-71.228104
041867,07Reading,02MA,09Middlesex,0942.528000,10-71.109001
041876,09Tewksbury,02MA,09Middlesex,0942.602798,10-71.223198
041879,09Tyngsboro,02MA,09Middlesex,0942.672401,10-71.415802
041880,09Wakefield,02MA,09Middlesex,0942.500900,10-71.068497
041885,12West Boxford,02MA,05Essex,0942.707001,10-71.063904
041886,08Westford,02MA,09Middlesex,0942.586399,10-71.440102
041887,10Wilmington,02MA,09Middlesex,0942.558102,10-71.172302
041888,06Woburn,02MA,09Middlesex,0942.479301,10-71.152298
041889,13North Reading,02MA,09Middlesex,0942.571602,10-71.109596
041890,10Winchester,02MA,09Middlesex,0942.452999,10-71.144096
041899,07Andover,02MA,05Essex,0942.658401,10-71.137001
041901,04Lynn,02MA,05Essex,0942.461201,10-70.946701
041902,04Lynn,02MA,05Essex,0942.469799,10-70.942001
041903,04Lynn,02MA,05Essex,0942.466801,10-70.949501
041904,04Lynn,02MA,05Essex,0942.488899,10-70.964699
041905,04Lynn,02MA,05Essex,0942.469398,10-70.972801
041906,06Saugus,02MA,05Essex,0942.463299,10-71.011101
041907,10Swampscott,02MA,05Essex,0942.474602,10-70.909798
041908,06Nahant,02MA,05Essex,0942.426102,10-70.927696
041910,04Lynn,02MA,05Essex,0942.454800,10-70.974701
041913,08Amesbury,02MA,05Essex,0942.855900,10-70.936699
041915,07Beverly,02MA,05Essex,0942.560799,10-70.875900
041921,07Boxford,02MA,05Essex,0942.679699,10-71.011398
041922,07Byfield,02MA,05Essex,0942.756802,10-70.935097
041923,07Danvers,02MA,05Essex,0942.569401,10-70.942497
041929,05Essex,02MA,05Essex,0942.628601,10-70.782799
041930,10Gloucester,02MA,05Essex,0942.620800,10-70.672096
041931,10Gloucester,02MA,05Essex,0942.615898,10-70.662003
041936,08Hamilton,02MA,05Essex,0942.635399,10-70.879097
041937,08Hathorne,02MA,05Essex,0942.635399,10-70.879097
041938,07Ipswich,02MA,05Essex,0942.680901,10-70.849403
041940,09Lynnfield,02MA,05Essex,0942.532700,10-71.033897
041944,10Manchester,02MA,05Essex,0942.579601,10-70.767403
041945,10Marblehead,02MA,05Essex,0942.498402,10-70.865303
041949,09Middleton,02MA,05Essex,0942.594200,10-71.013000
041950,11Newburyport,02MA,05Essex,0942.813000,10-70.884697
041951,07Newbury,02MA,05Essex,0942.783501,10-70.847397
041952,09Salisbury,02MA,05Essex,0942.850700,10-70.858803
041960,07Peabody,02MA,05Essex,0942.532600,10-70.961197
041961,07Peabody,02MA,05Essex,0942.635399,10-70.879097
041965,15Prides Crossing,02MA,05Essex,0942.558102,10-70.825699
041966,08Rockport,02MA,05Essex,0942.658001,10-70.619400
041969,06Rowley,02MA,05Essex,0942.713799,10-70.906998
041970,05Salem,02MA,05Essex,0942.515099,10-70.900299
041971,05Salem,02MA,05Essex,0942.635399,10-70.879097
041982,14South Hamilton,02MA,05Essex,0942.618500,10-70.856102
041983,09Topsfield,02MA,05Essex,0942.641499,10-70.948799
041984,06Wenham,02MA,05Essex,0942.601700,10-70.878601
041985,12West Newbury,02MA,05Essex,0942.794899,10-70.977798
042018,06Accord,02MA,08Plymouth,0942.174500,10-70.883698
042019,10Bellingham,02MA,07Norfolk,0942.074600,10-71.476799
042020,10Brant Rock,02MA,08Plymouth,0942.081799,10-70.643898
042021,06Canton,02MA,07Norfolk,0942.164501,10-71.135498
042025,08Cohasset,02MA,07Norfolk,0942.239498,10-70.812798
042026,06Dedham,02MA,07Norfolk,0942.243698,10-71.163696
042027,06Dedham,02MA,07Norfolk,0942.180000,10-71.089203
042030,05Dover,02MA,07Norfolk,0942.236198,10-71.285400
042032,12East Walpole,02MA,07Norfolk,0942.153198,10-71.217903
042035,07Foxboro,02MA,07Norfolk,0942.064899,10-71.244102
042038,08Franklin,02MA,07Norfolk,0942.093498,10-71.405800
042040,09Greenbush,02MA,08Plymouth,0942.179298,10-70.749496
042041,12Green Harbor,02MA,08Plymouth,0942.069599,10-70.649101
042043,07Hingham,02MA,08Plymouth,0942.224499,10-70.891098
042044,07Hingham,02MA,08Plymouth,0942.241798,10-70.889801
042045,04Hull,02MA,08Plymouth,0942.285301,10-70.875397
042047,08Humarock,02MA,08Plymouth,0942.142799,10-70.693497
042048,09Mansfield,02MA,07Bristol,0942.021198,10-71.217796
042050,10Marshfield,02MA,08Plymouth,0942.106201,10-70.699303
042051,16Marshfield Hills,02MA,08Plymouth,0942.151199,10-70.734100
042052,08Medfield,02MA,07Norfolk,0942.184502,10-71.304802
042053,06Medway,02MA,07Norfolk,0942.151402,10-71.421700
042054,06Millis,02MA,07Norfolk,0942.166901,10-71.360703
042055,05Minot,02MA,08Plymouth,0942.240398,10-70.762001
042056,07Norfolk,02MA,07Norfolk,0942.117699,10-71.326897
042059,16North Marshfield,02MA,08Plymouth,0942.143200,10-70.770302
042060,14North Scituate,02MA,08Plymouth,0942.219002,10-70.785599
042061,07Norwell,02MA,08Plymouth,0942.159599,10-70.821701
042062,07Norwood,02MA,07Norfolk,0942.186798,10-71.203300
042065,11Ocean Bluff,02MA,08Plymouth,0942.097198,10-70.651604
042066,08Scituate,02MA,08Plymouth,0942.203201,10-70.752502
042067,06Sharon,02MA,07Norfolk,0942.109402,10-71.175903
042070,12Sheldonville,02MA,07Norfolk,0942.034801,10-71.387001
042071,13South Walpole,02MA,07Norfolk,0942.099201,10-71.275200
042072,09Stoughton,02MA,07Norfolk,0942.125301,10-71.107399
042081,07Walpole,02MA,07Norfolk,0942.144402,10-71.254402
042090,08Westwood,02MA,07Norfolk,0942.214802,10-71.210403
042093,08Wrentham,02MA,07Norfolk,0942.061699,10-71.339600
042108,06Boston,02MA,07Suffolk,0942.357601,10-71.068398
042109,06Boston,02MA,07Suffolk,0942.360001,10-71.054497
042110,06Boston,02MA,07Suffolk,0942.357601,10-71.051399
042111,06Boston,02MA,07Suffolk,0942.350300,10-71.062897
042112,06Boston,02MA,07Suffolk,0942.358398,10-71.059799
042113,06Boston,02MA,07Suffolk,0942.365700,10-71.056000
042114,06Boston,02MA,07Suffolk,0942.361099,10-71.068199
042115,06Boston,02MA,07Suffolk,0942.342701,10-71.092201
042116,06Boston,02MA,07Suffolk,0942.349201,10-71.076797
042117,06Boston,02MA,07Suffolk,0942.358501,10-71.057999
042118,06Boston,02MA,07Suffolk,0942.336201,10-71.072899
042119,07Roxbury,02MA,07Suffolk,0942.325100,10-71.095299
042120,16Roxbury Crossing,02MA,07Suffolk,0942.330700,10-71.091202
042121,10Dorchester,02MA,07Suffolk,0942.297298,10-71.074501
042122,10Dorchester,02MA,07Suffolk,0942.297298,10-71.074501
042123,06Boston,02MA,07Suffolk,0942.338902,10-70.919601
042124,17Dorchester Center,02MA,07Suffolk,0942.291801,10-71.071701
